hprd|gene_symbol|nuc_acc|pro_acc|entrez|omim|swissprot|name|synonyms
02354|PQBP1|NM_005710.2|NP_005701.1|10084|300463|O60828|Polyglutamine binding protein 1|NPW38,
02355|GPR143|NM_000273.1|NP_000264.1|4935|300500|P51810|Ocular albinism type 1 protein|OA1,
02356|ALAS2|NM_000032.2|NP_000023.2|212|301300|P22557|Delta aminolevulinate synthase 2|ALASE,ASB,
02357|GLA|NM_000169.1|NP_000160.1|2717|301500|P06280|Galactosidase, alpha|-
02358|ARR3|NM_004312.1|NP_004303.1|407|301770|P36575|Arrestin 3, retinal|ARRX,CAR,
02359|BGN|NM_001711.3|NP_001702.1|633|301870|P21810|Biglycan|SLRR1A,
02360|S100G|NM_004057.2|NP_004048.1|795|302020|P29377|Calbindin 3|CABP9K,CALB3,S100D,
02361|CDR1|NM_004065.2|NP_004056.2|1038|302650|P51861|Cerebellar degeneration-related autoantigen 1|-
02362|CLCN4|NM_001830.2|NP_001821.1|1183|302910|P51793|Chloride channel 4|-
02363|COL4A5|NM_033380.1|NP_203699.1|1287|303630|P29400|Collagen type IV, alpha 5|-
02364|COL4A6|NM_001847.2|NP_001838.2|1288|303631|Q14031|Collagen type IV, alpha 6|-
02365|OPN1MW|NM_000513.1|NP_000504.1|2652|303800|P04001|Green sensitive opsin|GCP,
02366|OPN1LW|NM_020061.3|NP_064445.1|5956|303900|P04000|Red sensitive opsin|RCP,
02367|GJB1|NM_000166.2|NP_000157.1|2705|304040|P08034|Connexin 32|CX32,
02368|AVPR2|NM_000054.2|NP_000045.1|554|300538|P30518|Arginine vasopressin receptor 2|ADHR,DIR,DIR3,V2R,
02369|ADCYAP1|NM_001117.2|NP_001108.1|116|102980|P18509|Adenylate cyclase activating polypeptide 1|-
02370|MPP1|NM_002436.2|NP_002427.1|4354|305360|Q00013|Membrane protein, palmitoylated 1|DXS552E,EMP55,
02371|TIMP1|NM_003254.2|NP_003245.1|7076|305370|P01033|Tissue inhibitor of metalloproteinase 1|CLGI,TIMP,
02372|GATA1|NM_002049.2|NP_002040.1|2623|305371|P15976|GATA binding protein 1|ERYF1,GF1,
02373|FGD1|NM_004463.2|NP_004454.2|2245|305400|P98174|Faciogenital dysplasia protein|FGDY,ZFYVE3,
02374|F8A1|NM_012151.3|NP_036283.2|8263|305423|P23610|Factor VIII associated gene 1|F8A,F8A,F8A,
02375|GABRA3|NM_000808.2|NP_000799.1|2556|305660|P34903|Gamma-aminobutyric acid receptor, alpha-3|-
02376|GRPR|NM_005314.2|NP_005305.1|2925|305670|P30550|Gastrin-releasing peptide receptor|-
02377|G6PD|NM_000402.3|NP_000393.4|2539|305900|P11413|Glucose-6-phosphate dehydrogenase|-
02378|GRIA3|NM_000828.3|NP_000819.2|2892|305915|P42263|Glutamate receptor, ionotropic, AMPA 3|GLUR3,GLURC,
02379|GLRA2|NM_002063.2|NP_002054.1|2742|305990|P23416|Glycine receptor, alpha 2|-
02380|PHKA2|NM_000292.1|NP_000283.1|5256|306000|P46019|Phosphorylase kinase liver alpha 2 subunit|PHKLA,PYK,
02381|CSF2RA|NM_006140.3|NP_006131.2|1438|425000|P15509|Colony stimulating factor 2 receptor, alpha|CSF2R,CSF2RY,
02382|CYBB|NM_000397.2|NP_000388.2|1536|300481|P04839|Cytochrome b-245 beta polypeptide|NOX2,
02383|HDHD1A|NM_012080.3|NP_036212.2|8226|306480|Q08623|GS1 protein|DXF68S1E,FAM16AX,GS1,
02384|F8|NM_000132.2|NP_000123.1|2157|306700|P00451|Coagulation factor VIII|F8C,
02385|F9|NM_000133.2|NP_000124.1|2158|306900|P00740|Coagulation factor IX|-
02386|ALDOC|NM_005165.2|NP_005156.1|230|103870|P09972|Aldolase 3|ALDC,
02387|PHEX|NM_000444.3|NP_000435.3|5251|300550|P78562|Phosphate regulating neutral endopeptidase|PEX,
02388|HPRT1|NM_000194.1|NP_000185.1|3251|308000|P00492|Hypoxanthine phosphoribosyltransferase 1|HPRT,
02389|STS|NM_000351.3|NP_000342.2|412|308100|P08842|Steroid sulfatase|ARSC1,
02390|SH2D1A|NM_002351.2|NP_002342.1|4068|300490|O60880|SH2 domain protein 1A|DSHP,SAP,
02391|IL2RG|NM_000206.1|NP_000197.1|3561|308380|P31785|Interleukin 2 receptor, gamma|-
02392|IL3RA|NM_002183.2|NP_002174.1|3563|308385|P26951|Interleukin 3 receptor, alpha|IL3R,
02393|KAL1|NM_000216.2|NP_000207.2|3730|308700|P23352|Kallmann syndrome 1 protein|ADMLX,KAL,KALIG1,
02394|L1CAM|NM_000425.2|NP_000416.1|3897|308840|P32004|L1 cell adhesion molecule|CAML1,MIC5,
02395|OCRL|NM_000276.3|NP_000267.2|4952|300535|Q01968|Phosphatidylinositol polyphosphate 5-phosphatase|INPP5F,OCRL1,
02396|LAMP2|NM_002294.1|NP_002285.1|3920|309060|P13473|Lysosome associated membrane protein 2|-
02397|AFF2|NM_002025.2|NP_002016.2|2334|309548|P51816|Fragile X mental retardation 2|FMR2,OX19,
02398|FMR1|NM_002024.3|NP_002015.1|2332|309550|Q06787|Fragile X mental retardation 1 protein|-
02399|MSN|NM_002444.2|NP_002435.1|4478|309845|P26038|Moesin|-
02400|MAOA|NM_000240.2|NP_000231.1|4128|309850|P21397|Monoamine oxidase A|-
02401|MAOB|NM_000898.3|NP_000889.3|4129|309860|P27338|Monoamine oxidase B|-
02402|IDS|NM_000202.3|NP_000193.1|3423|309900|P22304|Iduronate 2 sulfatase|SIDS,
02404|NDP|NM_000266.1|NP_000257.1|4693|310600|Q00604|Norrin|EVR2,
02405|ARAF|NM_001654.2|NP_001645.1|369|311010|P10398|A_Raf|ARAF1,PKS,PKS2,
02406|MCF2|NM_005369.2|NP_005360.2|4168|311030|P10911|Oncogene DBL|DBL,
02407|ELK1|NM_005229.2|NP_005220.1|2002|311040|P19419|ELK 1|-
02409|PCTK1|NM_006201.3|NP_006192.1|5127|311550|Q00536|PCTAIRE protein kinase 1|-
02410|PIGA|NM_002641.2|NP_002632.1|5277|311770|P37287|Phosphatidylinositol N-acetylglucosaminyltransferase subunit A|-
02411|PFKFB1|NM_002625.2|NP_002616.2|5207|311790|P16118|6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1|F6PK,PFRX,
02412|PGK1|NM_000291.2|NP_000282.1|5230|311800|P00558|Phosphoglycerate kinase 1|PGKA,
02413|PRPS1|NM_002764.2|NP_002755.1|5631|311850|P60891|Phosphoribosyl pyrophosphate synthetase I|-
02414|PRPS2|NM_001039091.1|NP_001034180.1|5634|311860|P11908|Phosphoribosyl pyrophosphate synthetase II|-
02415|PHKA1|NM_002637.2|NP_002628.1|5255|311870|P46020|Phosphorylase kinase, muscle, alpha-1 subunit|PHKA,
02416|POLA1|NM_016937.2|NP_058633.2|5422|312040|P09884|DNA Polymerase, alpha|POLA,
02417|UBL4A|NM_014235.3|NP_055050.1|8266|312070|P11441|Ubiquitin like protein 4|DXS254E,GDX,UBL4,
02418|SLC10A3|NM_019848.2|NP_062822.1|8273|312090|P09131|Solute carrier family 10 (sodium/bile acid cotransporter family), member 3|DXS253E,P3,
02419|CXYorf3|NM_005088.2|NP_005079.2|8227|465000|Q02040|Pseudoautosomal gene XE7|-
02420|PDHA1|NM_000284.1|NP_000275.1|5160|300502|P08559|Pyruvate dehydrogenase complex, E1-alpha polypeptide 1|PHE1A,
02421|RPL10|NM_006013.2|NP_006004.1|6134|312173|P27635|Ribosomal protein L10|DXS648E,QM,
02422|UBE2A|NM_003336.2|NP_003327.2|7319|312180|P49459|Ubiquitin conjugating enzyme E2A|RAD6A,
02423|RENBP|NM_002910.4|NP_002901.1|5973|312420|P51606|Renin binding protein|-
02424|RP2|NM_006915.1|NP_008846.1|6102|312600|O75695|XRP2 protein|-
02425|RPGR|NM_001034853.1|NP_001030025.1|6103|312610|Q92834|Retinitis pigmentosa GTPase regulator|RP3,XLRP3,
02426|RS1|NM_000330.2|NP_000321.1|6247|312700|O15537|Retinoschisin|XLRS1,
02427|RPS4X|NM_001007.3|NP_000998.1|6191|312760|P62701|Ribosomal protein S4 X linked|CCG2,RPS4,SCAR,
02428|SSX1|NM_005635.2|NP_005626.1|6756|312820|Q16384|SSX1|-
02429|HTR2C|NM_000868.1|NP_000859.1|3358|312861|P28335|5-hydroxytryptamine receptor 2C|HTR1C,
02430|SHOX|NM_000451.3|NP_000442.1|6473|400020|O15266|Short stature homeobox protein|PHOG,
02431|SAT1|NM_002970.1|NP_002961.1|6303|313020|P21673|Spermidine/spermine N(1) acetyltransferase|SAT,
02432|SOX3|NM_005634.2|NP_005625.2|6658|313430|P41225|Transcription factor SOX 3|-
02433|SYN1|NM_006950.3|NP_008881.2|6853|313440|P17600|Synapsin I|-
02434|CD99|NM_002414.3|NP_002405.1|4267|313470|P14209|CD99|MIC2,MIC2X,MIC2Y,
02435|SYP|NM_003179.2|NP_003170.1|6855|313475|P08247|Synaptophysin|-
02436|TAF1|NM_004606.2|NP_004597.2|6872|313650|P21675|Transcription factor IID|BA2R,CCG1,CCGS,TAF2A,
02437|AR|NM_000044.2|NP_000035.2|367|313700|P10275|Androgen receptor|DHTR,NR3C4,
02438|SERPINA7|NM_000354.3|NP_000345.1|6906|314200|P05543|Thyroxine binding globulin|TBG,
02439|TFE3|NM_006521.3|NP_006512.2|7030|314310|P19532|Transcription factor E3|-
02440|UBE1|NM_003334.2|NP_003325.2|7317|314370|P22314|Ubiquitin activating enzyme 1|-
02441|SLC35A2|NM_005660.1|NP_005651.1|7355|314375|P78381|Solute carrier family 35 (UDP-galactose transporter) member A2|UGALT,UGT,UGTL,
02442|JARID1C|NM_004187.2|NP_004178.2|8242|314690|P41229|SmcX protein|DXS1272E,SMCX,XE169,
02443|XG|NM_175569.1|NP_780778.1|7499|314700|P55808|Xg blood group system|PBDX,
02444|XK|NM_021083.2|NP_066569.1|7504|314850|P51811|Kell blood group protein|XKR1,XRG1,
02445|ZFX|NM_003410.2|NP_003401.2|7543|314980|P17010|Zinc finger X-chromosomal protein|-
02446|ZNF711|NM_021998.4|NP_068838.3|7552|314990|Q9Y462|Zinc finger protein 6|CMPX1,ZNF6,
02447|ZNF41|NM_007130.1|NP_009061.1|7592|314995|P51814|Zinc finger protein 41|-
02448|ZNF75|NM_007131.2|NP_009062.2|7626|314997|P51815|Zinc finger protein 75|ZNF82,
02449|USP9Y|NM_004654.3|NP_004645.2|8287|400005|O00507|Ubiquitin thiolesterase FAF-Y|DFFRY,USP10,
02450|RBMY1A1|NM_005058.2|NP_005049.1|5940|400006|Q15414|RNA binding motif protein 1|RBM1,RBM2,YRRM1,
02451|UTY|NM_007125.3|NP_009056.3|7404|400009|O14607|Ubiquitously transcribed tetratricopeptide repeat gene on Y chromosome|-
02452|DDX3Y|NM_004660.2|NP_004651.2|8653|400010|O15523|DDX3Y|DBY,
02453|VCY|NM_004679.2|NP_004670.1|9084|400012|O14598|Variably charged protein Y|BPY1,VCY1A,BPY1B,
02454|BPY2|NM_004678.1|NP_004669.1|9083|400013|O14599|Variably charged protein Y 2|BPY2A,VCY2,VCY2A,VCY2B,VCY2c,
02455|EIF1AY|NM_004681.2|NP_004672.2|9086|400014|O14602|Eukaryotic translation initiation factor 1A, Y isoform|-
02456|XKRY|NM_004677.2|NP_004668.2|9082|400015|O14609|XK related protein on Y chromosome|XKRY2,
02457|CDY1|NM_004680.2|NP_004671.1|9085|400016|Q9Y6F8|Chromodomain protein, Y chromosome, 1|CDY1A,
02458|TMSB4Y|NM_004202.2|NP_004193.1|9087|400017|O14604|Thymosin beta-4, Y-chromosome|TB4Y,
02459|CDY2A|NM_004825.2|NP_004816.1|9426|400018|Q9Y6F7|Chromodomain protein, Y linked, 2|CDY2,
02460|PRY|NM_004676.2|NP_004667.2|9081|400019|O14603|PTPBL-related protein on Y|PTPN13LY,
02461|SLC25A6|NM_001636.1|NP_001627.1|293|403000|P12236|Adenine nucleotide translocator 3, Y-chromosomal|ANT3,
02462|AMELY|NM_001143.1|NP_001134.1|266|410000|Q99218|Amelogenin, Y chromosomal|AMGL,AMGY,
02463|SERPINA1|NM_000295.3|NP_000286.3|5265|107400|P01009|Protease inhibitor 1|AAT,PI,
02464|JARID1D|NM_004653.3|NP_004644.2|8284|426000|Q9BY66|SmcY|HY,HYA,KIAA0234,SMCY,
02466|ZFY|NM_003411.2|NP_003402.2|7544|490000|P08048|Zinc finger Y-chromosomal protein|-
02468|CYTB|AF346975.1|AAK17375.2|4519|516020|P00156|Cytochrome b|CYB,
02473|CACNB2|NM_201596.2|NP_963890.2|783|600003|Q08289|Calcium channel, voltage dependent, beta 2 subunit|CACNLB2,MYSB,
02474|EPHA5|NM_004439.4|NP_004430.3|2044|600004|P54756|EphA5|EHK1,HEK7,
02475|CIITA|NM_000246.2|NP_000237.1|4261|600005|P33076|MHC class II transactivator|MHC2TA,
02476|RFX1|NM_002918.3|NP_002909.3|5989|600006|P22670|Regulatory factor X 1|-
02477|FLT3LG|NM_001459.2|NP_001450.2|2323|600007|P49771|FMS related tyrosine kinase 3 ligand|-
02478|NNMT|NM_006169.2|NP_006160.1|4837|600008|P40261|Nicotinamide N methyltransferase|-
02479|IFI27|NM_005532.3|NP_005523.3|3429|600009|P40305|Interferon alpha inducible protein 27|-
02480|INSM1|NM_002196.2|NP_002187.1|3642|600010|Q01101|Zinc finger protein IA-1|IA1,
02481|EPHB4|NM_004444.4|NP_004435.3|2050|600011|P54760|EphB4|HTK,TYRO11,
02482|YY1|NM_003403.3|NP_003394.1|7528|600013|P25490|Transcription factor YY1|-
02483|SMARCA2|NM_003070.3|NP_003061.3|6595|600014|P51531|SMARCA2|BRM,SNF2A,SNF2L2,
02484|OPRM1|NM_001008505.1|NP_001008505.2|4988|600018|P35372|Opioid receptor mu 1|MOR1,
02485|CYB561|NM_001915.3|NP_001906.3|1534|600019|P49447|Cytochrome b561|-
02486|MXI1|NM_130439.3|NP_569157.2|4601|600020|P50539|Max interacting protein 1|-
02487|MXD1|NM_002357.2|NP_002348.1|4084|600021|Q05195|MAD|MAD,
02488|LBR|NM_002296.2|NP_002287.2|3930|600024|Q14739|Lamin B receptor|-
02489|KLC1|NM_182923.3|NP_891553.2|3831|600025|Q07866|Kinesin 2|KLC,KNS2,
02490|SNTB1|NM_021021.2|NP_066301.1|6641|600026|Q13884|Syntrophin beta 1|SNT2B1,
02491|SNTB2|NM_006750.3|NP_006741.1|6645|600027|Q13425|Syntrophin beta 2|D16S2531E,SNT2B2,SNTL,
02492|DLX5|NM_005221.5|NP_005212.1|1749|600028|P56178|Distal-less homeo box 5|-
02493|DLX6|NM_005222.2|NP_005213.2|1750|600030|P56179|Distal-less homeo box 6|-
02494|CHIT1|NM_003465.1|NP_003456.1|1118|600031|Q13231|Chitinase 1|-
02495|EMX2|NM_004098.2|NP_004089.1|2018|600035|Q04743|Homeobox protein EMX2|-
02496|MATK|NM_002378.3|NP_002369.2|4145|600038|P42679|Csk homologous kinase|CTK,HYL,
02497|BCL2L1|NM_138578.1|NP_612815.1|598|600039|Q07817|BCLX|BCL2L,BCLX,
02498|BAX|NM_004324.3|NP_004315.1|581|600040|Q07814|BAX|-
02499|P2RY2|NM_176072.1|NP_788086.1|5029|600041|P41231|Purinoceptor P2Y2|P2RU1,
02500|THPO|NM_000460.2|NP_000451.1|7066|600044|P40225|Thrombopoietin|MGDF,
02501|ABCA1|NM_005502.2|NP_005493.2|19|600046|O95477|ABC1|ABC1,CERP,
02502|MAP3K11|NM_002419.3|NP_002410.1|4296|600050|Q16584|MAP3K11|MLK3,PTK1,SPRK,
02503|AGTRL1|NM_005161.3|NP_005152.1|187|600052|P35414|Angiotensin receptor like 1|APJ,
02504|CNGA3|NM_001298.2|NP_001289.1|1261|600053|Q16281|Cyclic nucleotide gated channel alpha 3|CNCG3,
02505|TXK|NM_003328.2|NP_003319.2|7294|600058|P42681|Protein tyrosine kinase TXK|PTK4,
02506|ITGB2|NM_000211.2|NP_000202.2|3689|600065|P05107|Integrin beta 2|CD18,MFI7,
02507|UGT2B4|NM_021139.1|NP_066962.1|7363|600067|P06133|UDP glucuronosyltransferase 2 family, member B4|UGT2B11,
02508|UGT2B7|NM_001074.1|NP_001065.1|7364|600068|P16662|UDP glycosyltransferase 2 family, member B7|UGTB2B9,
02509|LRP2|NM_004525.2|NP_004516.2|4036|600073|P98164|Megalin|-
02510|CD24|NM_013230.2|NP_037362.1|934|600074|P25063|CD24|CD24A,
02511|TBP|NM_003194.3|NP_003185.1|6908|600075|P20226|TATA box binding protein|GTF2D1,TF2D,TFIID,
02512|TNS1|NM_022648.3|NP_072174.3|7145|600076|Q9HBL0|Tensin 1|TNS,
02513|PTPN12|NM_002835.2|NP_002826.2|5782|600079|Q05209|Protein tyrosine phosphatase nonreceptor type 12|-
02514|SYK|NM_003177.3|NP_003168.2|6850|600085|P43405|SYK|-
02515|ADH7|NM_000673.3|NP_000664.2|131|600086|P40394|Alcohol dehydrogenase 7|-
02516|TUFT1|NM_020127.1|NP_064512.1|7286|600087|Q9NNX1|Tuftelin|-
02517|APOA1|NM_000039.1|NP_000030.1|335|107680|P02647|Apolipoprotein A I|-
02518|RRAS2|NM_012250.3|NP_036382.2|22800|600098|P62070|R Ras2|TC21,
02519|SYT4|NM_020783.2|NP_065834.1|6860|600103|Q9H2B2|Synaptotagmin 4|KIAA1342,
02520|SYT2|NM_177402.3|NP_796376.2|127833|600104|Q8N9I0|Synaptotagmin 2|-
02521|INPP5A|X77567.1|Q14642|3632|600106|Q14642|Inositol polyphosphate 5 phosphatase A|-
02522|MMP13|NM_002427.2|NP_002418.1|4322|600108|P45452|Matrix metalloproteinase 13|-
02523|SLC1A3|NM_004172.3|NP_004163.2|6507|600111|P43003|Solute carrier family 1, member 3|EAAT1,GLAST,GLAST1,
02524|DYNC1H1|NM_001376.3|NP_001367.2|1778|600112|Q14204|Dynein, cytoplasmic, heavy polypeptide 1|DHC1,DNCH1,DNCL,DNECL,DYHC,KIAA0325,
02525|SGCA|NM_000023.1|NP_000014.1|6442|600119|Q16586|Adhalin|ADL,DAG2,
02526|HNRPA2B1|NM_031243.1|NP_112533.1|3181|600124|P22626|Heterogeneous nuclear ribonucleoprotein A2|-
02527|PDE4A|NM_006202.1|NP_006193.1|5141|600126|P27815|cAMP-specific 3`,5`-cyclic phosphodiesterase 4A|DPDE2,
02528|PDE4B|NM_002600.3|NP_002591.2|5142|600127|Q07343|cAMP-specific 3`,5`-cyclic phosphodiesterase 4B|DPDE4,
02529|PDE4C|NM_000923.2|NP_000914.2|5143|600128|Q08493|Phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog)|DPDE1,
02530|PDE4D|NM_006203.3|NP_006194.2|5144|600129|Q08499|cAMP specific 3`,5 `-cyclic phosphodiesterase 4D|DPDE3,
02531|APOBEC1|NM_001644.3|NP_001635.2|339|600130|P41238|Apolipoprotein B mRNA editing enzyme|-
02532|LAMA4|NM_002290.2|NP_002281.1|3910|600133|Q16363|LAMA4|-
02533|MAP3K10|NM_002446.2|NP_002437.2|4294|600137|Q02779|MAP3K10|MLK2,MST,
02534|CREBBP|NM_004380.2|NP_004371.2|1387|600140|Q92793|CREBBP|CBP,
02535|HSPE1|NM_002157.1|NP_002148.1|3336|600141|P61604|Heat shock 10 KD protein|-
02536|ITPR2|NM_002223.2|NP_002214.2|3709|600144|Q14571|IP3R2|-
02537|MEOX1|NM_004527.3|NP_004518.1|4222|600147|P50221|Mesenchyme homeo box 1|MOX1,
02538|SEC13|NM_183352.1|NP_899195.1|6396|600152|P55735|SEC13 like 1|D3S1231E,SEC13L1,SEC13R,
02539|PIGF|NM_002643.3|NP_002634.1|5281|600153|Q07326|Phosphatidylinositol glycan, class F protein|-
02540|PIGH|NM_004569.3|NP_004560.1|5283|600154|Q14442|Phosphatidylinositol glycan, class H|-
02541|AP1B1|NM_001127.2|NP_001118.2|162|600157|Q10567|Adaptin, beta 1|ADTB1,BAM22,CLAPB2,
02542|CDKN2A|NM_058195.2|NP_478102.1|1029|600160|Q8N726|CDKN2A|CDKN2,MTS1,
02543|SCN5A|NM_198056.2|NP_932173.1|6331|600163|Q14524|Sodium channel, voltage gated, type 5, alpha subunit|-
02544|HRH1|NM_000861.2|NP_000852.1|3269|600167|P35367|Histamine receptor H1|-
02545|MST1R|NM_002447.1|NP_002438.1|4486|600168|Q04912|Ron|PTK8,RON,
02546|MTF1|NM_005955.2|NP_005946.2|4520|600172|Q14872|Metal regulatory transcription factor 1|-
02547|JAK3|NM_000215.2|NP_000206.2|3718|600173|P52333|Janus kinase 3|-
02548|PITPNA|NM_006224.2|NP_006215.1|5306|600174|Q00169|PITPN|PITPN,
02549|MAP1A|NM_002373.5|NP_002364.5|4130|600178|P78559|Microtubule associated protein 1A|MAP1L,
02550|GUCY2D|NM_000180.1|NP_000171.1|3000|600179|Q02846|Retinal guanylyl cyclase 1|CORD6,GUC1A4,GUC2D,RETGC,RETGC1,
02551|LCN2|NM_005564.3|NP_005555.2|3934|600181|P80188|Lipocalin 2|HNL,NGAL,
02552|SLC7A5|NM_003486.5|NP_003477.4|8140|600182|Q01650|Solute carrier family 7, member 5|CD98LC,LAT1,MPE16,
02553|DUSP3|NM_004090.2|NP_004081.1|1845|600183|P51452|Dual specificity phosphatase 3|VHR,
02554|BRCA2|NM_000059.3|NP_000050.2|675|600185|P51587|BRCA2|FACD,FANCD1,
02555|EIF5A|NM_001970.3|NP_001961.1|1984|600187|P63241|eIF5A-1|-
02556|AES|NM_198969.1|NP_945320.1|166|600188|Q08117|AES|GRG,
02557|TLE1|NM_005077.3|NP_005068.2|7088|600189|Q04724|TLE1|-
02558|TLE3|NM_005078.1|NP_005069.1|7090|600190|Q04726|Transducin like enhancer of split 3|KIAA1547,
02559|SS18|AF343880.1|AAK21314.1|6760|600192|Q15532|Synovial sarcoma translocation, chromosome 18|SSXT,SYT,
02560|KRT2|NM_000423.2|NP_000414.2|3849|600194|P35908|Keratin 2A|KRT2A,KRT2E,
02561|MAFK|NM_002360.3|NP_002351.1|7975|600197|O60675|MAFK|-
02562|ASIP|NM_001672.2|NP_001663.2|434|600201|P42127|Agouti signaling protein|AGTI,AGTIL,ASP,
02563|EPS8|NM_004447.4|NP_004438.3|2059|600206|Q12929|Epidermal growth factor receptor kinase substrate EPS8|-
02564|HPCAL1|NM_134421.1|NP_602293.1|3241|600207|P37235|Visinin like protein 3|BDR1,
02565|RUNX3|BC013362.2|AAH13362.1|864|600210|Q13761|Runt related transcription factor 3|AML2,CBFA3,PEBP2A3,
02566|RUNX2|NM_001024630.2|NP_001019801.2|860|600211|Q13950|Runt related transcription factor 2|AML3,CBFA1,OSF2,PEBP2A,
02567|FASN|NM_004104.4|NP_004095.4|2194|600212|P49327|Fatty acid synthase|FAS,
02568|AGER|NM_001136.3|NP_001127.1|177|600214|Q15109|RAGE|RAGE,
02569|MFAP1|NM_005926.2|NP_005917.2|4236|600215|P55081|Microfibrillar associated protein 1|-
02570|PLCG2|BC011772.2|AAH11772.1|5336|600220|P16885|PLC, gamma 2|-
02571|TEK|NM_000459.2|NP_000450.2|7010|600221|Q02763|TEK receptor tyrosine kinase|TIE2,
02572|TIE1|NM_005424.2|NP_005415.1|7075|600222|P35590|TIE1 receptor tyrosine kinase|TIE,
02573|GCH1|NM_000161.2|NP_000152.1|2643|600225|P30793|GTP cyclohydrolase I|DYT5,GCH,
02574|CCNF|NM_001761.2|NP_001752.2|899|600227|P41002|Cyclin F|-
02575|SCNN1A|NM_001038.4|NP_001029.1|6337|600228|P37088|Sodium channel, nonvoltage gated 1, alpha|SCNN1,
02576|SLC1A4|NM_003038.2|NP_003029.2|6509|600229|P43007|Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4|ASCT1,SATT,
02577|PLCB3|NM_000932.1|NP_000923.1|5331|600230|Q01970|Phospholipase C, beta 3|-
02578|GABRB2|NM_021911.2|NP_068711.1|2561|600232|P47870|Gamma aminobutyric acid receptor, beta 2|-
02579|GABRG3|NM_033223.3|NP_150092.2|2567|600233|Q99928|Gamma aminobutyric acid receptor, gamma 3|-
02580|HMGCS2|NM_005518.2|NP_005509.1|3158|600234|P54868|HMG CoA synthase|-
02581|SCN1B|NM_199037.2|NP_950238.1|6324|600235|Q07699|Sodium channel, voltage gated, type 1, beta subunit|-
02582|CENPF|NM_016343.3|NP_057427.3|1063|600236|P49454|Centromeric protein F|-
02583|HIRA|NM_003325.3|NP_003316.3|7290|600237|P54198|HIRA|DGCR1,HIR,TUPLE1,
02584|TGM3|NM_003245.2|NP_003236.2|7053|600238|Q08188|Transglutaminase 3|-
02585|GPR1|NM_005279.3|NP_005270.2|2825|600239|P46091|G protein coupled receptor 1|-
02586|CCR10|NM_016602.1|NP_057686.1|2826|600240|P46092|CC chemokine receptor type 10|GPR2,
02587|GPR3|NM_005281.2|NP_005272.1|2827|600241|P46089|G protein coupled receptor 3|ACCA,
02588|CCR7|NM_001838.2|NP_001829.1|1236|600242|P32248|CC chemokine receptor type 7|CMKBR7,EBI1,EVI1,
02589|DAD1|NM_001344.1|NP_001335.1|1603|600243|P61803|Defender against cell death|-
02590|PDCD1|NM_005018.1|NP_005009.1|5133|600244|Q15116|Programmed cell death 1|PD1,
02591|FMOD|NM_002023.3|NP_002014.2|2331|600245|Q06828|Fibromodulin|FM,SLRR2E,
02592|ELK4|NM_001973.2|NP_001964.2|2005|600246|P28324|ELK4|SAP1,
02593|ELK3|NM_005230.2|NP_005221.2|2004|600247|P41970|ELK3|NET,SAP2,
02594|ALDH1L1|NM_012190.2|NP_036322.2|10840|600249|O75891|Formyltetrahydrofolate dehydrogenase|FTHFD,
02595|XCL1|NM_002995.1|NP_002986.1|6375|600250|P47992|Lymphotactin|LTN,SCYC1,
02596|AHR|NM_001621.3|NP_001612.1|196|600253|P35869|Aryl hydrocarbon receptor|-
02597|PMS1|NM_000534.3|NP_000525.1|5378|600258|P54277|Postmeiotic segregation 1|PMSL1,
02598|PMS2|NM_000535.4|NP_000526.1|5395|600259|P54278|DNA mismatch repair protein PMS2|PMSL2,
02599|PTGS2|NM_000963.1|NP_000954.1|5743|600262|P35354|Cycloxygenase 2|COX2,
02600|AVPR1B|NM_000707.2|NP_000698.1|553|600264|P47901|Arginine vasopressin receptor 1B|AVPR3,VPR3,
02601|SLC11A1|NM_000578.3|NP_000569.3|6556|600266|P49279|Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1|LSH,NRAMP,NRAMP1,
02602|PTPN13|NM_080685.1|NP_542416.1|5783|600267|Q12923|Protein tyrosine phosphatase, nonreceptor 13|PNP1,PTP1E,PTPL1,
02603|PCOLCE|NM_002593.2|NP_002584.1|5118|600270|Q15113|Procollagen C endopeptidase enhancer|PCPE1,
02604|DSC3|NM_001941.3|NP_001932.2|1825|600271|Q14574|Desmocollin 3|CDHF3,DSC4,
02605|COIL|NM_004645.2|NP_004636.1|8161|600272|P38432|Coilin|CLN80,
02606|NOTCH2|NM_024408.2|NP_077719.2|4853|600275|Q04721|Notch2|-
02607|NOTCH3|NM_000435.2|NP_000426.2|4854|600276|Q9UM47|Notch3|-
02608|ID3|NM_002167.2|NP_002158.2|3399|600277|Q02535|Inhibitor of DNA binding 3|1R21,HEIR-1,
02609|RAP1GAP|NM_002885.1|NP_002876.1|5909|600278|P47736|RAP1 GTPase activating protein 1|RAP1GA1,
02610|PEX19|NM_002857.2|NP_002848.1|5824|600279|P40855|Peroxin 19|HK33,PXF,
02611|NUBP1|NM_002484.2|NP_002475.2|4682|600280|P53384|Nucleotide binding protein 1|NBP,NBP1,
02612|HNF4A|Z49825.1|CAA89989.1|3172|600281|P41235|Hepatocyte nuclear factor 4 alpha|HNF4,NR2A1,TCF14,
